Received Signal Strength (RSS),Signal-to-Noise Ratio (SNR),Cell Load,Cell Coverage Area,Mobility Speed,Handover Threshold
-74.921023005117206,9.408411751225783,90.587676172418369,1.6366086851975921,99.762294879072485,-100.81500542853726
-46.777424554702556,17.04362272147258,40.556932632139386,4.6330073530008118,52.727758461948369,-109.23941166104721
-100.75072332320303,29.351723268326243,81.376569197222864,9.6398647952079148,56.101507458883113,-99.672643574733584
-48.723363284358456,3.3916800531519948,13.222177751931444,3.2627329040610853,63.35891406208227,-108.87810690276237
-26.056288362506912,12.00962716341467,19.345785034515796,5.0148167596267612,53.670387293058624,-109.69987240605982
-94.533171884032512,4.7549637336074202,88.918235799725281,5.391017738446136,117.80173418941057,-92.291086903908791
-37.785563970816114,5.4934143766264496,59.384759869139991,8.1693208572311882,37.008633127905725,-97.349496785248391
-17.954818018691064,21.656610035177607,75.482870766652226,4.6548077611507885,18.05388881734288,-101.95155884695778
-59.097244916063381,1.8488260693144174,77.399156558047594,5.2861843995219955,25.34937021571648,-97.810869257809074
-103.6776959820081,27.759092402532271,56.88669786643549,9.5257937063117488,53.53095975403253,-99.140097670787995
-105.72931760257543,8.1602366213501618,63.656316773805912,7.4544415620409143,37.324442955350712,-101.98545842989603
-117.59898757450236,21.546041165267138,81.046215482543332,4.9369253595065903,118.726896363649,-103.82453064146662
-53.318946777525802,22.884622469025022,72.832789678514374,1.0626514111937264,119.76357243944125,-107.72699828153802
-105.96070685701477,20.400036461837608,78.042713682187127,6.7499970867065704,96.013817030942917,-100.70380650959154
-113.2560402309783,13.56704051306799,70.833010445736818,9.1365905348847569,75.694930774949,-104.11692242795458
-18.691479795934388,26.925232567323945,41.279196711852769,8.1513222498592555,83.640711793508714,-101.57385225015406
-10.408610035855606,24.377218156297328,93.018509630588113,6.5882225165088766,83.411132862517206,-98.485003387781319
-44.711630644608121,7.094060982155642,32.943090299583552,7.7066798590620413,42.24521674320345,-105.89296717005455
-78.595362640263218,28.064973725967562,93.378041122750403,1.4263435059349721,20.737389987677982,-98.885587150643389
-0.37944518047359083,4.3337870549102249,93.196772920525063,6.2346227738236184,44.066128714040914,-106.57088281427086
-40.964756701590844,13.666470909335869,41.255244026545085,7.919771872889144,34.744901971307073,-96.261238626326076
-75.825555974536371,0.029816008186813448,70.392165319245379,8.3010268501476503,31.443605754265377,-108.78031865636834
-4.8939454950829715,13.135483964875101,93.596658852694858,8.1140803518304985,17.979642868963836,-93.976283112529799
-56.34163372979576,3.4595241693125685,14.07571212112704,7.3444257803933821,103.52121428750512,-90.174755016423177
-102.64536614652974,10.167206181291121,0.78096319957681148,3.3083645758723677,89.112355825077913,-108.56072534740005
-60.665482515779075,21.191160674761591,99.458202393473215,9.4606864393971328,103.42649263489362,-104.84361910952424
-100.23824264306494,6.0360254980791481,58.268487387461811,2.6620768963648365,100.35196271741388,-92.57289859586065
-16.240203779302632,17.276229684835407,71.974376762273891,7.6015219183645772,117.05175937947433,-91.486648470855613
-36.605098022429786,25.470615744344244,48.796050645781705,2.3700883287797163,67.660557342535142,-98.497875998028491
-22.811393189621807,27.771334493426295,42.729436719198446,5.8278645611497879,92.262389926362033,-92.331248727781343
-7.7842069267221756,7.2914543549024753,91.577809486341579,5.3419633248550644,45.034677854289612,-99.638449507597116
-80.525245107954945,6.9486323497018931,85.546338132371346,7.9574491688783509,77.975751179259149,-93.075011634768458
-10.323273320832882,25.813675809564849,68.164437854739106,4.5736322140198347,67.15494708491255,-102.1992760208432
-79.392493869826424,17.411117543192169,28.841828102637933,5.0144428932175238,89.889417425677848,-105.23977889457707
-89.783286941136822,26.925904921687163,78.946729320542303,6.1911721318919088,27.06694276401165,-109.01783912396888
-76.932939270945695,2.9775816961087203,14.051888330863738,7.3078459144140808,66.217114099402494,-95.172778109634663
-113.29013177812571,6.8111987397126841,86.057394503642527,6.9966480447895121,48.849183697648897,-104.70506773083707
-48.440113071557185,13.245098415410657,34.563559356407993,1.8767892834156701,42.63315156224796,-92.563051116914977
-103.20073194019531,3.6754297156238138,9.8241016314477214,2.2308507767649601,65.453401182523649,-95.885612445830191
-116.93026240772114,1.7300716423103919,24.380307702524732,6.3848400699835457,106.76074951270631,-104.65284334246667
-62.028341024195939,17.58189841526649,96.555551279594908,1.8235320536529329,108.04300993124163,-96.477985729685983
-93.036952993384077,18.017239951536638,85.839551587514379,1.480917821862231,10.477760513535589,-99.953491832108
-50.023333434957699,5.5412603335181529,39.874751465336772,7.7453090123577555,58.780942623867162,-105.21711322256229
-84.131589626954678,9.9067150568155178,7.1998663280158608,1.7338037466322089,40.527595300473081,-94.549035841854774
-93.872364318870183,18.206776812768904,4.3263073565095231,2.1022966770000275,57.336671192821427,-99.572122958289512
-112.02335983143344,24.152171725478102,85.167300368271441,1.6135560584317687,93.822320836513455,-101.95771654693303
-80.052025821084172,28.599493740405652,38.970983325955913,8.6785083406970411,22.529094602227723,-97.748829940217007
-87.508831362942615,10.232179244157011,40.788521822909132,3.9417649870467208,69.921830589846621,-92.701120592048909
-106.40274339653679,17.727066398471159,29.349863682570803,8.4843021670748957,62.220293703591587,-99.412712710636072
-116.7751659624163,10.053582582647717,35.208221867311849,5.0126431519224504,46.579391475105375,-106.6387536826724
-45.198868049866924,14.343828528348276,89.086919831618161,8.5475449005828921,74.495254622071641,-103.62407219299305
-118.68808580501381,7.6645312168004596,92.587202551116803,2.1801948957984312,113.8081824564413,-105.68709090151222
-77.620690296227437,12.735452173620208,82.482273449414535,8.1612877879111494,36.851352302753995,-96.779692064402482
-37.707158475046583,6.053122526990772,16.101037113043031,1.911768302280348,81.198085677436595,-99.370996779469309
-110.05723524375689,12.988185455551458,41.443171511144925,4.184522903144603,110.35244201792051,-105.58216586503301
-56.770161658884099,4.0267502162730091,91.969616334871205,4.0007566162388573,89.552655019589068,-101.91215237225971
-45.269523414443022,11.220006635980683,82.171769757835094,6.4840887940880325,27.738163167488835,-109.21805933081454
-107.5390380004137,22.152918238264004,80.322768343762846,8.6290798260034443,105.92847519830265,-93.313776312076385
-87.830862406562488,13.326116773917393,73.482064098809872,2.1746177827821196,64.014336254454378,-104.82490476911184
-13.04672677677438,9.0842343117502686,29.086925289168452,6.7558001548777336,76.442707067561656,-98.762947418150929
-113.14354117640458,20.87413795798744,38.788866316335678,3.2028560788383968,85.361560492479043,-101.95786618253116
-95.14157880802712,11.128756627966071,70.042154085842029,9.8635348672343124,19.073514760971776,-98.093764608769561
-71.410677540772909,19.814356942574662,66.323779507690944,1.3385967185434871,37.267314138481076,-101.95812090856867
-0.8286618817731094,1.8300617401628112,26.158889721221705,5.7213590115873885,105.07876998981403,-93.147869800751963
-37.486447429976636,8.6804889043236564,9.92338322565117,8.407168616730333,57.105885156013954,-93.101969521074537
-88.810444198926191,19.283912838103209,49.076900002116759,4.1912502018694067,57.895237588274867,-104.20969102262039
-13.662103085621307,14.741640009331348,75.812122773291605,7.6912705640733572,69.124938412161981,-100.4733155344023
-30.085120196493861,20.153785618093696,82.249611002509297,7.2290907256440686,57.704345331389618,-109.48866411088437
-35.866269802612379,11.099143126559975,10.995093645060013,9.5085003271272885,18.199973710905748,-91.159693198818573
-65.781555262292528,7.6498233376302869,68.602785174084261,1.6309378750766337,28.971552173128146,-104.14622896078333
-94.020863312306275,12.162422482931252,79.448902085166836,9.7927610859241163,119.14094835479789,-103.65316651465984
-52.617671327953076,16.300502226827899,8.4697543217194049,5.6044796624241764,73.195818175187242,-103.68601172868442
-4.7947439946209753,16.315579398682143,53.143178836043539,7.9666027645424951,89.235515542903684,-93.551621597051451
-72.62508986174366,22.471326581421927,18.619513194365201,4.4342431926327954,31.004514392001795,-98.81223106235835
-43.004790341018136,5.377815372952174,83.143244023967185,8.9652079734789254,70.005470137114401,-106.98943241359174
-8.3434514181425108,17.096996180292681,30.716007263733076,4.9540673405649454,0.13057166716576166,-95.753001675826027
-64.194993648768872,1.3145637145799416,46.241169816926664,7.7807001777834719,69.705173424307802,-105.8082903902085
-59.619529405431599,6.3576792722370845,78.38509496226213,2.6461927665612626,20.824367935221815,-102.52531454550351
-77.769397663776473,7.566633772834499,8.0460667647635873,3.7219703843453757,15.416662569817465,-94.641301820353277
-38.158168065435326,11.08266894290348,88.05641126262789,6.7693681888139654,116.94865861765513,-102.68423115493927
-23.238126385602229,20.797540704159783,47.555382711605816,6.6985510563005466,87.301376577141397,-95.706022002597351
-6.670785921938152,8.9747475036302333,95.270978377792503,2.7400236002821585,47.68866589650915,-93.901287104888482
-53.594231164825253,9.5607968045216047,27.706311981988286,6.3986933149391287,91.180589092513827,-102.02681297996398
-87.874525528342701,16.787638713972473,99.479552451278806,5.7554243778602334,58.900249292561902,-99.414976681310208
-105.07849668389116,3.5734415396924324,96.106525369038124,6.6134689681294692,100.97263135992578,-91.16921104545203
-65.580245473226654,1.7964171300625509,41.275683204306141,2.836685329599625,108.93779441199163,-102.91844705721292
-2.0381434643818732,13.769301466536383,2.1658269232911183,1.0947789778442956,119.33707505433684,-93.036739706544552
-110.90548736551101,7.1315380358749714,32.532563168803492,7.7310260272263669,98.059194580679375,-90.147219579735406
-85.916859677954051,11.165151843412385,9.0234407731441042,6.1272166809659527,95.076759930270157,-95.850691341725508
-75.416282282870398,20.36408205067929,63.75675255607662,6.3766188981833958,64.450956911058611,-107.87213402701175
-101.73955191939118,14.162277301848995,17.982040586872976,3.1740529216705138,110.76606021764039,-104.19567964700781
